A,B,C,D,E,F,G,H,I,J,K,L,M
1,0,1,2,0,0,0,1,0,1,2,0,0
1,1,1,3,24,0,0,0,1,1,1,63,9
1,0,6,1,122,37,39,2,0,8,2,44,9
22,0,31,2,84,59,61,19,0,31,1,11,0
24,1,36,2,6,39,1,27,0,19,2,0,1
18,0,6,2,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,0,0,1,2,0,0
1,0,1,1,0,0,0,1,0,1,1,0,0
1,0,1,3,0,0,0,1,0,1,1,0,0
1,0,1,1,17,0,0,1,1,0,2,72,29
1,0,8,2,128,36,37,2,0,5,2,44,8
19,0,30,2,92,65,61,23,0,30,2,0,0
29,0,30,3,0,14,24,29,0,27,2,0,0
5,1,1,1,0,0,0,11,0,2,1,0,0
1,1,1,2,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,1,1,0,2,0,0
1,1,1,2,0,0,0,0,0,1,2,0,0
0,0,1,3,15,0,0,1,0,1,1,71,26
2,0,9,2,118,34,34,3,0,2,3,49,8
23,0,26,2,105,59,63,18,0,36,1,5,1
22,0,30,3,0,24,24,30,0,30,2,0,0
12,1,2,1,0,0,0,3,0,6,2,0,0
1,0,1,2,0,0,0,0,1,1,1,0,0
1,0,1,2,0,0,0,1,0,1,2,0,1
1,0,1,2,0,0,0,1,0,1,1,0,0
1,1,1,1,20,0,0,1,0,1,2,77,34
1,0,8,3,127,41,36,4,0,5,1,22,12
24,0,27,1,92,60,61,18,0,32,3,0,1
34,1,19,2,0,11,30,38,0,25,1,0,0
6,0,1,3,0,0,0,7,0,4,0,0,0
1,0,1,2,0,0,0,1,0,1,3,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,1,2,2,0,0,0,0,0,1,2,0,0
1,2,1,2,23,0,0,1,0,1,2,84,28
2,1,5,2,130,43,44,1,0,10,1,36,12
24,1,29,2,87,56,59,24,0,28,1,0,0
32,1,18,2,0,8,30,29,1,29,2,0,0
4,1,1,2,0,0,0,15,0,3,2,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,1,1,1,0,0,0,1,0,1,2,0,0
0,0,1,4,18,0,0,1,0,0,0,80,28
1,0,6,1,125,37,41,1,0,4,3,51,4
21,2,29,1,96,54,60,23,0,37,2,4,0
23,1,30,3,0,28,19,34,0,19,1,0,0
14,0,3,2,0,0,0,8,0,1,2,1,0
1,1,2,3,0,0,0,1,1,1,0,0,0
1,0,1,2,0,0,0,0,1,1,3,0,0
1,1,1,1,0,0,0,1,0,0,2,0,0
1,1,1,2,21,0,0,1,0,1,1,95,17
3,0,8,3,129,35,38,3,1,6,2,53,5
20,0,22,1,89,65,62,18,0,36,2,1,1
40,1,25,2,0,19,19,27,0,31,2,0,0
8,0,1,2,0,0,0,4,0,1,2,2,0
1,0,1,3,0,0,0,1,0,0,1,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,2,17,0,0,0,0,1,2,87,29
2,2,9,1,126,34,44,2,1,5,1,45,12
18,0,29,3,94,61,59,22,0,35,1,2,0
37,0,21,3,0,25,14,32,1,24,2,0,0
12,0,1,1,0,0,0,3,1,1,1,0,0
1,0,1,3,0,0,0,0,0,1,3,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
0,1,1,0,0,0,0,1,0,1,1,0,0
1,0,1,4,17,0,0,1,0,1,2,86,43
2,0,5,2,116,35,38,2,0,6,0,55,12
21,0,27,2,105,58,59,20,1,32,2,5,0
28,0,27,2,0,28,20,36,0,20,3,0,0
13,0,6,2,0,0,0,6,0,1,2,0,1
1,0,1,1,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,2,1,1,0,0,0,1,0,1,2,0,0
1,1,1,2,18,0,0,0,0,0,0,89,18
1,0,7,4,113,36,41,3,0,4,3,74,12
21,0,28,1,106,56,55,26,0,26,2,4,1
27,1,26,2,0,25,24,35,1,23,1,1,0
15,0,1,3,0,0,0,9,0,2,1,0,0
1,1,1,2,0,0,0,0,1,1,1,0,0
1,0,1,1,0,0,0,1,0,0,2,1,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,1,1,1,18,0,0,1,0,1,2,71,5
2,1,4,1,129,41,41,2,0,6,2,70,1
22,2,31,2,90,58,57,24,0,34,2,1,0
32,0,26,3,0,28,12,29,0,18,2,1,0
16,2,2,2,0,0,0,3,0,1,2,0,0
1,1,1,2,0,0,0,1,0,0,1,0,0
0,2,1,1,0,0,0,1,0,1,1,1,0
1,0,2,4,0,0,0,0,0,1,2,0,0
1,0,1,2,32,0,0,1,0,1,2,84,16
2,0,13,2,139,43,48,4,0,8,1,37,0
21,0,31,1,68,66,61,34,0,28,2,0,0
37,0,22,2,0,15,6,25,0,17,1,0,0
5,0,1,4,0,0,0,5,0,1,2,0,0
1,0,1,1,0,0,0,0,0,1,2,0,1
1,0,1,3,0,0,0,1,0,1,2,0,0
1,0,1,1,0,0,0,1,0,1,1,0,0
1,1,1,2,14,0,0,1,0,1,2,89,19
1,0,8,2,138,40,38,2,0,4,1,36,9
26,0,25,2,86,60,59,24,1,27,1,0,0
30,0,30,2,0,23,18,30,0,28,3,0,0
10,0,1,2,0,0,0,5,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,3,1,0
1,0,2,2,0,0,0,0,0,1,1,0,0
1,0,1,2,18,0,0,1,0,0,2,86,30
2,1,6,2,127,37,40,2,0,4,1,64,2
24,0,27,2,95,56,61,23,0,31,2,9,0
26,0,27,2,0,30,16,29,0,31,2,0,0
12,0,7,3,0,0,0,3,0,1,2,0,0
1,1,1,1,0,0,0,1,0,1,1,0,0
0,0,1,3,0,0,0,1,0,0,2,0,0
1,0,1,1,0,0,0,1,1,1,1,3,0
1,0,1,3,20,0,0,1,0,1,1,62,22
1,1,8,1,135,41,42,1,0,5,3,57,3
27,1,26,2,84,63,59,33,0,26,2,0,0
28,0,32,3,0,22,12,29,0,19,0,0,0
11,0,2,1,0,0,0,6,0,1,3,0,0
1,0,1,3,0,0,0,1,1,0,1,1,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,0,0,1,1,0,0
1,0,1,3,25,0,0,1,0,1,2,79,18
2,0,7,1,130,38,42,2,1,6,1,49,1
21,0,29,1,81,54,63,23,0,33,3,6,0
30,1,25,2,0,35,4,30,0,20,2,0,1
18,0,3,3,0,0,0,0,1,1,1,0,0
1,2,1,2,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,1,1,1,14,0,0,1,0,1,2,73,21
1,0,6,3,146,38,37,2,0,5,2,30,0
24,0,28,2,76,63,63,27,1,29,0,0,0
33,0,29,2,0,16,19,30,0,21,2,0,0
4,1,1,2,0,0,0,10,0,1,2,0,1
1,1,1,2,0,0,0,1,1,1,1,0,0
1,1,1,2,0,0,0,0,0,1,3,0,0
0,0,1,3,0,0,0,1,0,1,0,1,0
1,0,1,1,20,0,0,1,0,0,3,74,16
2,0,6,2,125,41,39,4,0,8,1,55,3
26,1,28,2,92,58,58,21,0,36,2,7,0
31,0,24,1,0,33,8,18,0,19,1,0,0
16,0,7,3,0,0,0,5,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,1,1,0
1,1,1,2,0,0,0,1,1,0,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,2,2,18,0,0,0,1,1,2,51,9
1,0,5,3,129,37,38,2,1,8,1,40,0
22,0,29,1,91,59,62,27,0,28,2,1,0
29,0,25,2,0,17,25,27,1,30,1,0,0
9,1,1,2,0,0,0,10,0,1,2,1,1
1,1,1,2,0,0,0,0,0,0,3,0,0
1,0,1,3,0,0,0,1,0,1,0,0,0
1,1,1,0,0,0,0,1,0,1,2,1,0
1,0,1,4,17,0,0,1,0,1,2,70,20
1,1,8,1,141,38,40,1,1,6,2,24,5
24,0,26,3,79,59,62,23,0,30,1,2,0
29,0,25,2,0,16,22,31,0,29,2,0,0
7,1,1,2,0,0,0,9,0,1,1,0,0
0,2,1,0,0,0,0,1,0,1,2,0,0
1,0,2,3,0,0,0,1,0,1,2,0,0
1,2,1,3,0,0,0,0,0,1,2,1,0
1,0,1,2,21,0,0,1,0,1,2,60,25
2,0,3,1,140,37,39,2,0,1,1,35,2
24,1,29,2,78,62,64,32,0,27,1,0,0
27,0,22,2,0,7,30,35,0,28,2,1,1
6,1,1,2,0,0,0,9,1,5,2,0,1
1,0,1,4,0,0,0,1,0,1,1,1,0
1,0,1,1,0,0,0,1,0,1,3,0,0
1,0,1,2,0,0,0,1,0,1,0,0,1
1,0,1,2,18,0,0,1,0,0,3,63,15
1,0,6,2,123,43,38,3,0,6,1,51,11
25,0,34,2,99,56,59,19,0,30,2,0,0
23,0,30,2,0,18,26,33,0,26,1,0,0
5,2,2,2,0,0,0,12,0,1,3,0,1
1,1,1,2,0,0,0,1,0,1,1,1,0
1,1,1,2,0,0,0,1,0,0,2,0,0
1,0,1,2,0,0,0,0,0,1,1,0,0
1,0,1,3,20,0,0,1,0,1,2,87,22
1,0,7,1,119,38,42,2,0,8,2,61,6
21,0,26,2,100,52,59,26,0,28,0,1,0
31,0,25,3,0,25,23,32,0,23,3,0,0
10,0,2,2,0,0,0,10,0,1,2,0,0
0,1,2,1,0,0,0,2,0,1,1,1,0
2,0,2,3,0,0,0,1,0,2,2,0,0
2,0,2,3,0,0,0,2,1,1,2,0,0
2,0,1,4,19,0,0,1,0,2,4,94,48
1,0,7,4,123,37,39,3,0,7,2,56,40
27,1,31,2,125,61,61,28,2,26,2,75,6
28,2,31,4,113,55,63,27,0,37,4,13,0
20,1,37,3,8,42,30,30,0,34,4,0,1
23,1,8,4,0,0,0,10,0,5,3,0,0
2,2,2,4,0,0,0,2,1,2,2,0,0
2,0,2,5,0,0,0,1,2,1,2,1,0
1,1,2,2,24,0,0,2,0,2,4,92,31
3,2,11,4,114,38,42,2,1,5,1,67,34
18,0,33,5,114,57,60,31,0,30,4,47,11
30,2,25,1,108,54,58,33,0,31,4,26,0
30,1,32,4,21,56,15,22,0,30,2,0,0
27,0,14,5,0,0,0,4,0,1,3,1,0
2,0,2,5,0,0,0,1,1,2,3,1,0
1,1,2,2,0,0,0,1,0,1,5,0,0
2,0,2,4,18,0,0,2,0,2,1,104,51
3,1,10,4,124,42,38,2,0,7,1,80,13
26,1,24,2,122,61,62,25,0,26,6,47,6
36,0,30,5,117,56,57,30,0,36,3,5,1
34,2,25,2,0,31,34,33,0,31,3,0,0
12,0,7,6,0,0,0,10,1,5,2,0,0
2,0,2,3,0,0,0,2,0,2,2,0,0
2,0,2,3,0,0,0,1,0,1,3,1,0
2,2,2,4,19,0,0,1,0,2,4,91,43
2,0,4,4,116,36,41,5,1,9,2,74,15
26,4,28,2,116,54,58,28,0,26,4,67,3
31,0,27,5,130,60,60,35,0,24,4,19,0
32,3,31,2,8,42,38,34,0,32,1,1,0
19,0,10,6,0,0,0,10,2,9,2,1,0
2,0,2,4,0,0,0,1,0,2,4,0,0
2,1,2,1,0,0,0,1,0,1,2,0,0
1,1,2,4,22,0,0,2,0,2,5,82,41
4,1,9,5,121,40,43,5,0,10,3,76,23
22,1,29,2,114,60,56,21,1,33,2,58,9
27,2,37,5,120,56,60,28,0,30,4,18,0
27,1,32,4,23,48,36,28,1,33,2,0,1
24,1,10,3,0,0,0,13,0,8,3,0,0
3,1,2,3,0,0,0,2,1,2,4,0,1
1,0,2,5,0,0,0,1,0,1,2,0,0
2,0,2,3,22,0,0,1,1,2,4,90,27
3,1,6,3,124,42,45,5,0,6,2,65,24
20,0,38,5,124,53,59,35,0,29,2,38,3
26,1,35,3,113,63,59,25,0,30,4,10,1
29,0,31,4,1,36,27,25,1,38,2,0,0
16,0,7,3,0,0,0,10,1,2,3,1,0
2,1,2,4,0,0,0,1,0,2,4,0,0
2,0,2,3,0,0,0,1,1,1,3,1,0
2,0,2,4,25,0,0,2,0,2,3,123,42
3,0,11,4,124,42,45,2,0,10,2,72,22
26,0,27,3,134,58,59,26,1,29,2,36,5
32,1,29,3,100,64,63,39,0,31,5,8,0
34,1,28,4,0,38,14,28,0,24,1,0,0
21,0,9,4,0,0,0,5,0,1,5,0,0
2,0,2,4,0,0,0,2,0,2,2,0,0
2,0,2,4,0,0,0,1,2,1,2,0,0
1,0,1,3,25,0,0,1,0,2,4,89,24
3,1,10,3,116,44,40,4,0,8,4,75,22
28,1,30,4,120,55,63,26,1,32,2,74,3
25,1,35,2,119,57,54,32,0,26,3,12,1
21,1,34,6,10,44,33,25,1,33,2,1,0
20,0,13,3,0,0,0,17,0,2,4,1,0
1,0,2,4,0,0,0,1,1,2,3,2,0
2,0,2,4,0,0,0,1,1,1,1,0,1
2,1,2,4,17,0,0,2,0,2,5,89,30
2,0,12,4,131,41,38,2,1,6,2,89,11
19,1,32,1,122,58,60,29,1,26,3,54,2
28,0,36,5,99,55,66,33,0,34,3,25,0
30,0,27,4,22,52,20,37,0,23,5,2,0
21,0,16,1,0,1,0,7,0,2,2,1,0
3,0,2,5,0,0,0,1,0,1,2,1,0
2,1,2,3,0,0,0,2,0,1,3,0,1
2,1,2,3,16,0,0,1,0,2,3,108,53
1,2,7,5,127,39,39,2,1,10,2,76,42
24,1,28,3,118,57,62,27,0,28,4,51,16
25,1,40,4,121,55,61,38,1,27,2,5,0
32,1,24,4,0,40,29,30,0,28,4,1,0
20,1,8,3,0,0,0,10,0,7,3,0,1
2,0,2,5,0,0,0,1,0,1,3,0,0
2,0,2,4,0,0,0,1,1,2,2,1,1
1,1,1,3,21,0,0,2,0,1,4,95,61
3,1,8,4,114,38,41,2,0,8,3,68,22
20,1,31,3,115,55,57,29,0,31,3,72,5
31,2,26,2,117,55,59,25,1,26,2,12,0
34,2,23,5,17,46,33,32,1,31,3,0,0
24,2,13,3,0,0,0,13,0,8,3,0,0
2,1,2,4,0,0,0,1,0,1,4,0,0
1,1,2,4,0,0,0,2,0,2,3,1,0
2,1,2,3,18,0,0,1,1,1,2,75,28
2,0,10,5,118,36,42,4,0,8,4,74,38
20,1,29,2,108,57,55,28,0,25,3,58,17
29,0,30,5,126,52,55,33,0,29,2,6,0
19,1,33,2,6,40,39,23,0,29,3,2,0
19,0,12,5,0,0,0,18,1,9,2,0,0
1,1,2,4,0,0,0,2,0,1,4,0,0
2,0,2,4,0,0,0,1,0,2,1,0,1
2,2,2,1,25,0,0,2,1,1,5,94,42
2,0,9,5,117,40,42,4,0,9,2,68,27
20,2,37,3,121,60,55,25,0,26,3,35,16
28,0,36,5,129,61,63,26,0,36,4,12,0
24,1,40,3,6,33,44,32,0,24,3,0,0
12,0,4,3,0,0,0,21,0,16,2,1,0
2,1,1,3,0,0,0,1,0,1,4,1,0
2,2,2,5,0,0,0,2,0,2,2,0,1
1,1,2,3,20,0,0,1,0,1,4,108,49
3,1,5,5,118,33,42,5,0,6,3,86,22
18,0,32,4,122,60,62,28,1,29,2,36,6
27,0,36,2,104,47,61,35,0,32,4,21,0
23,1,25,3,22,52,28,29,0,31,2,0,0
28,1,15,5,0,1,0,9,0,4,3,1,0
2,2,2,2,0,0,0,2,0,1,3,0,0
1,0,2,5,0,0,0,1,1,2,3,1,0
2,0,2,5,19,0,0,2,0,1,3,97,56
3,2,8,1,115,37,41,2,0,7,2,84,6
22,0,28,4,120,53,57,29,0,29,3,65,0
30,1,26,5,110,56,59,26,1,30,2,40,0
24,1,35,2,27,57,23,29,0,32,5,1,0
28,0,22,4,0,8,0,9,0,1,1,0,2
1,1,0,3,0,0,0,0,0,0,4,1,0
1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,21,0,0,1,0,1,0,21,7
1,0,6,1,76,33,34,1,1,10,2,6,0
19,0,19,1,1,17,14,14,0,19,0,0,0
5,1,3,1,0,0,0,2,0,4,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,2,0,0,0,0,0,0,1,0,0
0,1,1,0,0,0,0,1,0,1,0,0,0
1,0,0,1,0,0,0,0,0,0,2,0,0
0,0,1,1,20,0,0,0,0,0,0,30,3
0,1,3,1,78,36,32,3,0,7,0,6,0
31,0,19,1,0,22,8,18,0,12,2,0,0
7,1,0,0,0,0,0,2,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1,1,0,0
0,0,1,1,0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,1,0,1,0
1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,2,17,0,0,0,0,0,2,29,2
0,0,9,0,76,37,28,2,0,8,0,3,0
19,0,19,2,3,13,18,17,0,12,0,0,0
3,0,3,0,0,0,0,9,0,0,1,0,0
1,1,0,0,0,0,0,0,0,1,1,0,0
0,0,0,2,0,0,0,1,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,2,0,0,0,0,0,1,0,0,0
0,1,1,0,17,0,0,0,0,0,0,28,3
1,0,5,1,76,34,30,2,0,4,2,1,0
18,0,19,1,1,17,13,17,0,18,0,0,0
8,0,2,1,0,0,0,2,0,2,1,0,0
1,0,1,0,0,0,0,1,0,0,1,0,0
0,1,0,2,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0,0,0,1,0,0,0,0,0
0,0,0,1,13,0,0,0,0,1,1,19,1
2,0,3,0,82,31,32,1,0,3,1,2,0
18,0,16,2,0,10,22,22,0,22,1,0,0
4,0,1,0,0,0,0,5,0,3,0,0,0
1,0,0,1,0,0,0,0,0,0,1,0,0
0,1,1,0,0,0,0,1,0,0,1,1,0
1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,0,0,0,1,0,0
0,0,1,0,14,0,0,1,0,0,0,24,2
1,1,5,2,85,36,35,1,0,5,1,1,0
16,0,26,0,1,12,17,19,1,22,1,0,0
2,0,1,1,0,0,0,6,0,1,0,0,0
0,1,1,0,0,0,0,0,0,1,1,0,0
0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,0,0,0,1,0,0,1,0,0
0,1,1,1,0,0,0,0,0,1,0,0,0
1,1,0,1,18,0,0,0,0,0,1,21,4
0,0,7,1,81,35,37,1,0,5,0,1,0
13,0,23,1,0,12,15,24,0,22,1,0,0
4,0,3,0,0,0,0,1,0,1,1,0,0
0,1,0,2,0,0,0,1,0,1,1,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,1,0,1,0,0,0
1,0,1,1,10,0,0,0,0,0,2,30,2
0,1,4,1,85,31,33,0,0,5,0,4,0
17,0,24,1,1,23,9,18,0,19,0,0,0
10,0,1,2,0,0,0,1,0,1,1,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,1,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,2,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1,18,0,0,1,0,1,0,25,3
2,0,4,1,78,35,35,1,0,5,1,1,0
22,1,16,1,0,13,13,18,0,20,1,0,0
6,0,1,1,0,0,0,5,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,2,0,0
1,0,1,1,20,0,0,0,0,0,0,25,3
2,1,6,1,75,38,34,2,0,9,0,2,0
15,0,25,0,1,12,12,16,0,17,2,0,0
4,0,0,1,0,0,0,3,0,1,0,0,0
0,0,1,1,0,0,0,1,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,2,0,0
0,1,0,2,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1,0,1,0,0,0
1,0,0,1,18,0,0,0,1,0,1,20,3
1,0,6,1,78,34,37,0,0,6,1,2,0
16,1,18,0,1,10,16,26,0,15,0,0,0
5,0,1,2,0,0,0,6,0,2,2,0,0
0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,0,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0,0,0,1,0,0,1,0,0
1,0,0,1,0,0,0,0,0,1,1,0,0
0,0,1,1,22,0,0,0,0,0,0,28,5
0,0,3,1,74,39,37,3,0,7,2,4,0
27,0,18,1,0,12,7,17,0,17,0,0,1
4,0,1,1,0,0,0,2,0,0,1,0,0
1,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,2,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,2,18,0,0,0,0,1,0,21,3
1,0,8,0,75,39,35,0,0,8,1,3,0
17,0,19,2,1,6,14,16,0,24,0,0,0
2,0,1,0,0,0,0,1,0,2,1,1,0
1,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,0
1,0,0,2,0,0,0,0,0,0,1,0,0
0,0,1,0,13,0,0,1,0,0,0,30,0
1,1,6,1,82,36,31,1,0,2,1,1,0
21,1,22,0,2,19,11,21,0,13,1,0,0
6,0,1,2,0,0,0,5,0,3,0,0,1
1,0,1,1,0,0,0,0,0,0,2,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,1,0,1,0,0,0
0,1,0,1,0,0,0,0,0,0,2,0,0
0,0,0,1,15,0,0,0,0,0,0,22,4
1,0,4,0,83,32,34,2,0,5,0,4,0
18,2,17,1,1,14,19,23,1,21,1,0,0
7,0,3,1,0,0,0,4,0,0,1,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0
0,0,0,1,0,0,0,1,0,1,0,0,0
1,0,1,0,0,0,0,0,0,1,0,1,0
0,0,0,2,17,0,0,1,1,0,0,30,5
1,0,7,0,81,38,39,1,0,1,2,1,0
19,0,21,2,1,11,11,27,0,22,0,0,0
3,0,1,0,0,0,0,1,0,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,2,0,0,0,1,0,1,1,0,0
1,0,0,1,0,0,0,0,0,0,2,0,1
0,0,1,1,0,0,0,0,0,1,0,1,0
0,0,0,1,17,0,0,1,0,0,1,22,4
1,0,6,1,80,30,41,2,0,7,1,2,0
18,1,18,0,3,16,13,19,0,19,0,0,0
5,0,1,1,0,0,0,8,1,1,1,0,0
0,0,1,1,0,0,0,0,0,0,0,1,0
1,0,0,1,0,0,0,0,0,1,1,0,0
0,0,1,1,0,0,0,1,0,0,2,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,1,0,20,0,0,0,0,0,1,31,2
0,1,5,1,80,37,32,4,0,6,0,5,0
19,0,20,1,1,13,19,15,0,19,1,1,0
7,1,1,2,0,0,0,8,0,1,1,0,0
0,0,1,0,0,0,0,1,0,0,1,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,1,1,0,0,0,1,0,0,1,0,0
1,0,0,1,0,0,0,0,0,1,1,0,0
0,0,1,1,18,0,0,0,0,0,0,20,6
1,0,4,0,82,34,40,2,0,3,1,7,0
15,0,23,1,2,15,13,24,0,20,1,0,0
7,1,1,2,0,0,0,4,0,2,1,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,1,0,0,0,0,0,1,1,0,0
1,0,0,1,0,0,0,0,0,0,1,0,0
0,1,1,1,0,0,0,1,0,1,0,0,0
0,0,0,1,27,0,0,0,1,0,1,27,5
2,0,2,1,68,39,37,1,0,9,1,7,0
33,0,13,1,2,11,10,11,0,24,0,0,1
3,0,1,0,0,0,0,2,0,2,1,0,0
0,0,0,2,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,1,0,1,1,0,0
0,2,0,0,0,0,0,0,0,0,1,0,0
0,0,1,2,0,0,0,0,0,0,0,0,1
1,0,0,0,22,0,0,1,0,1,0,22,6
1,0,6,2,72,36,36,0,0,8,2,4,0
19,0,20,0,2,13,11,23,0,15,0,0,0
5,0,1,2,0,0,0,0,0,3,1,0,0
1,1,0,0,0,0,0,0,0,0,1,1,0
0,0,0,2,0,0,0,1,0,1,0,0,0
0,0,1,0,0,0,0,0,0,0,2,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,21,0,0,1,0,1,0,24,2
3,1,6,0,77,37,30,1,1,6,1,5,0
15,0,24,2,0,18,13,23,0,11,1,0,0
9,0,0,1,0,0,0,3,0,1,1,1,0
1,0,1,1,0,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,0,1,0,0,2,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0
1,0,1,0,20,0,0,0,0,1,0,30,5
1,0,6,2,76,36,32,4,1,6,1,3,0
15,0,23,0,3,16,15,14,0,17,1,0,0
9,1,3,0,0,0,0,9,0,4,2,0,1
1,2,1,3,0,0,0,1,0,1,4,0,0
2,1,2,5,0,0,0,1,0,2,3,0,1
2,0,2,2,0,0,0,2,1,1,1,0,0
2,2,2,4,0,0,0,1,0,2,3,0,0
1,1,2,4,23,0,0,2,0,1,4,80,38
2,0,10,4,123,43,41,4,1,7,2,83,16
23,1,32,4,114,59,60,27,1,34,4,62,2
30,0,28,2,105,53,57,28,0,28,3,2,0
31,1,26,4,0,28,24,29,0,23,2,0,1
12,1,7,4,0,0,0,14,0,3,3,1,0
1,1,2,3,0,0,0,1,0,1,2,0,0
2,1,2,3,0,0,0,1,0,2,5,0,0
1,0,2,4,22,0,0,2,1,1,3,87,29
2,0,8,5,121,36,43,3,0,7,2,73,28
20,1,27,3,118,58,60,26,0,34,2,57,3
35,1,27,3,100,56,62,23,0,39,3,12,0
30,1,26,2,2,35,13,30,0,22,3,1,1
18,1,10,5,0,0,0,7,0,1,2,0,0
2,0,2,4,0,0,0,1,0,2,4,4,0
1,0,2,3,0,0,0,2,1,1,4,1,0
2,0,2,5,19,0,0,1,0,2,1,75,26
2,2,10,1,117,38,43,2,0,13,3,48,13
19,1,28,5,123,55,59,21,1,30,4,31,16
30,0,32,5,101,61,57,27,0,30,2,9,0
31,0,32,2,0,25,22,34,1,29,3,0,0
10,0,2,4,0,0,0,7,0,2,3,1,0
2,0,2,3,0,0,0,1,0,2,3,0,0
2,1,2,3,0,0,0,2,0,1,4,0,0
1,1,2,3,19,0,0,1,1,2,1,115,28
4,0,5,5,124,39,41,3,1,8,3,70,19
26,1,26,3,132,59,60,21,0,33,2,37,1
28,1,34,4,91,61,61,25,1,35,4,8,0
39,1,22,3,0,32,13,36,0,25,3,0,0
20,1,5,4,0,0,0,1,0,2,3,0,0
1,1,2,4,0,0,0,2,1,1,3,0,0
2,0,2,2,0,0,0,1,0,2,3,0,0
1,2,2,3,17,0,0,1,0,1,4,87,24
3,0,8,5,117,39,40,4,1,4,1,82,20
19,1,36,2,126,53,56,27,0,28,4,64,2
23,0,30,4,85,61,59,33,1,28,3,23,0
34,1,24,4,19,43,12,34,0,19,2,0,0
24,1,14,3,0,1,0,3,0,2,3,0,0
1,0,2,4,0,0,0,2,0,1,4,0,1
2,1,2,3,0,0,0,1,0,2,2,0,1
2,2,2,4,19,0,0,2,1,1,2,108,21
2,0,8,4,119,40,43,3,1,7,3,66,22
21,0,33,4,115,57,55,27,0,28,3,39,6
29,0,34,4,111,58,53,34,0,22,4,2,0
25,1,33,3,0,31,27,32,1,27,0,0,1
13,0,5,3,0,0,0,9,1,3,5,0,0
2,0,2,4,0,0,0,1,0,2,2,1,1
1,0,2,4,0,0,0,1,0,1,4,0,0
2,0,1,3,22,0,0,2,1,2,2,93,34
