date,A,B,C,D,E,F,G,H,I,J,K,L,M
2023/1/1 6:16,1,2,1,4,0,0,0,1,0,1,1,0,0
2023/1/1 6:17,2,0,2,3,24,0,0,1,0,1,3,99,23
2023/1/1 6:18,3,2,7,3,119,43,39,4,0,5,3,61,18
2023/1/1 6:19,26,1,27,2,124,57,61,28,1,29,2,38,2
2023/1/1 6:20,32,1,26,4,68,58,58,33,0,32,2,0,0
2023/1/1 6:21,26,0,29,3,0,15,4,23,0,18,3,0,0
2023/1/1 6:22,10,1,2,3,0,0,0,1,0,2,2,1,0
2023/1/1 6:23,1,0,1,4,0,0,0,1,0,1,1,0,0
2023/1/1 6:24,2,0,2,3,0,0,0,1,0,1,4,0,0
2023/1/1 6:25,1,0,2,3,25,0,0,2,0,1,3,72,22
2023/1/1 6:26,1,2,8,2,109,42,33,2,0,11,2,67,18
2023/1/1 6:27,19,0,32,3,120,52,61,22,1,24,2,53,8
2023/1/1 6:28,28,0,33,3,81,60,55,26,0,36,3,0,0
2023/1/1 6:29,26,1,27,4,0,11,20,20,1,25,1,1,0
2023/1/1 6:30,4,0,2,3,0,0,0,14,1,2,2,0,0
2023/1/1 6:31,1,1,1,3,0,0,0,1,1,1,5,0,1
2023/1/1 6:32,2,1,2,2,0,0,0,1,0,1,2,0,1
2023/1/1 6:33,1,0,1,3,17,0,0,1,0,1,2,91,38
2023/1/1 6:34,3,0,6,3,124,40,40,5,0,7,2,77,37
2023/1/1 6:35,24,1,27,3,130,54,62,28,1,27,1,27,5
2023/1/1 6:36,31,0,27,3,62,61,60,32,0,28,4,0,0
2023/1/1 6:37,29,1,27,3,0,10,6,32,0,16,3,0,0
2023/1/1 6:38,5,0,1,4,0,0,0,4,0,2,2,0,1
2023/1/1 6:39,2,0,2,3,0,0,0,1,0,1,3,0,0
2023/1/1 6:40,1,0,1,3,0,0,0,1,0,1,2,0,0
2023/1/1 6:41,2,0,2,3,17,0,0,2,0,1,3,100,33
2023/1/1 6:42,2,1,8,2,128,38,40,3,1,8,2,61,13
2023/1/1 6:43,24,1,28,4,131,60,63,26,0,30,3,25,0
2023/1/1 6:44,28,0,34,2,62,59,62,32,0,33,2,1,0
2023/1/1 6:45,27,0,22,4,0,8,8,26,0,22,2,1,1
2023/1/1 6:46,5,0,2,2,0,0,0,4,0,1,3,1,0
2023/1/1 6:47,1,1,1,3,0,0,0,1,0,2,2,0,0
2023/1/1 6:48,2,0,2,3,0,0,0,1,0,1,3,0,0
2023/1/1 6:49,1,1,2,3,21,0,0,1,0,1,2,96,27
2023/1/1 6:50,1,1,6,3,118,40,40,5,0,7,3,100,39
2023/1/1 6:51,24,0,31,4,128,62,54,23,0,27,1,33,1
2023/1/1 6:52,28,0,38,2,67,60,62,36,0,22,4,0,0
2023/1/1 6:53,32,0,18,4,0,8,8,28,0,26,2,0,0
2023/1/1 6:54,6,0,2,2,0,0,0,1,0,1,2,0,0
2023/1/1 6:55,1,0,1,3,0,0,0,1,0,2,3,1,0
2023/1/1 6:56,2,0,2,4,0,0,0,2,1,1,0,0,1
2023/1/1 6:57,1,1,1,1,24,0,0,1,0,1,4,86,35
2023/1/1 6:58,1,2,7,4,131,42,39,3,0,9,3,58,19
2023/1/1 6:59,29,0,25,3,127,59,63,21,0,33,2,41,0
2023/1/1 7:00,34,0,33,2,50,57,49,33,0,27,2,1,0
2023/1/1 7:01,21,2,33,0,0,23,0,17,0,15,2,0,0
2023/1/1 7:02,8,0,1,5,0,0,0,1,0,1,1,0,0
2023/1/1 7:03,1,0,1,2,0,0,0,1,0,0,2,1,0
2023/1/1 7:04,1,1,1,0,0,0,0,1,0,1,1,0,0
2023/1/1 7:05,1,1,1,2,13,0,0,0,0,1,1,56,13
2023/1/1 7:06,1,0,6,3,127,38,35,2,0,8,3,37,0
2023/1/1 7:07,27,0,24,2,99,59,60,20,0,27,1,1,0
2023/1/1 7:08,35,0,23,2,0,21,26,25,1,29,2,0,0
2023/1/1 7:09,10,0,1,2,0,0,0,16,0,1,1,0,0
2023/1/1 7:10,1,0,1,2,0,0,0,0,0,1,2,0,0
2023/1/1 7:11,1,2,1,2,0,0,0,1,0,1,1,0,0
2023/1/1 7:12,1,0,1,2,0,0,0,1,0,1,3,0,0
2023/1/1 7:13,1,1,1,2,20,0,0,1,0,1,1,64,20
2023/1/1 7:14,3,0,9,3,129,40,39,1,1,9,2,50,0
2023/1/1 7:15,16,0,31,1,87,58,60,28,1,26,1,2,0
2023/1/1 7:16,32,0,30,3,0,28,11,30,0,19,1,0,0
2023/1/1 7:17,11,1,1,1,0,0,0,2,0,1,3,1,0
2023/1/1 7:18,1,1,1,2,0,0,0,1,0,1,1,0,0
2023/1/1 7:19,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/1 7:20,1,2,1,2,0,0,0,1,0,1,2,0,0
2023/1/1 7:21,1,0,1,3,22,0,0,0,1,1,1,94,25
2023/1/1 7:22,2,1,4,1,142,41,45,4,0,3,3,31,1
2023/1/1 7:23,28,1,31,3,74,63,60,22,0,41,0,0,0
2023/1/1 7:24,35,1,25,0,0,17,12,17,1,34,1,0,0
2023/1/1 7:25,4,0,1,4,0,0,0,2,0,1,3,0,0
2023/1/1 7:26,1,0,1,1,0,0,0,0,0,1,2,0,0
2023/1/1 7:27,1,1,1,4,0,0,0,1,0,1,1,2,0
2023/1/1 7:28,1,0,1,1,0,0,0,1,0,1,0,0,0
2023/1/1 7:29,1,0,1,2,24,0,0,1,0,0,2,90,31
2023/1/1 7:30,1,0,5,2,126,38,41,3,0,5,2,57,0
2023/1/1 7:31,20,1,33,2,88,58,62,26,0,29,2,1,0
2023/1/1 7:32,28,0,26,2,0,26,12,30,0,21,2,1,0
2023/1/1 7:33,13,1,4,1,0,0,0,7,0,1,2,0,0
2023/1/1 7:34,1,0,1,3,0,0,0,1,1,1,1,0,0
2023/1/1 7:35,1,1,1,2,0,0,0,1,0,0,3,0,0
2023/1/1 7:36,1,0,2,2,0,0,0,0,1,1,0,0,0
2023/1/1 7:37,1,0,1,3,16,0,0,1,0,1,2,85,17
2023/1/1 7:38,2,1,6,1,124,37,38,2,0,8,3,61,4
2023/1/1 7:39,22,0,23,2,99,59,60,18,0,32,0,0,0
2023/1/1 7:40,33,1,32,2,0,24,20,28,0,30,2,1,0
2023/1/1 7:41,7,0,2,3,0,0,0,6,1,0,2,0,1
2023/1/1 7:42,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/1 7:43,1,1,1,1,0,0,0,1,0,1,2,0,0
2023/1/1 7:44,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/1 7:45,1,0,1,3,18,0,0,1,0,1,2,93,28
2023/1/1 7:46,1,0,6,1,119,41,37,1,0,4,1,79,6
2023/1/1 7:47,25,1,28,1,100,56,61,21,0,32,2,1,0
2023/1/1 7:48,27,1,26,3,0,17,25,29,0,32,2,0,0
2023/1/1 7:49,8,1,1,2,0,0,0,9,0,1,1,0,0
2023/1/1 7:50,1,0,2,2,0,0,0,1,0,1,2,1,0
2023/1/1 7:51,1,0,1,2,0,0,0,0,1,1,2,0,0
2023/1/1 7:52,1,1,1,2,0,0,0,1,1,1,1,0,0
2023/1/1 7:53,1,1,1,3,23,0,0,1,0,1,3,59,28
2023/1/1 7:54,2,1,8,1,135,42,42,2,0,6,0,34,2
2023/1/1 7:55,19,1,37,2,80,61,60,26,0,29,2,0,0
2023/1/1 7:56,24,1,26,2,0,14,19,32,1,26,2,0,0
2023/1/1 7:57,8,1,1,2,0,0,0,5,1,1,2,0,0
2023/1/1 7:58,1,1,1,3,0,0,0,1,0,1,2,0,0
2023/1/1 7:59,1,0,1,2,0,0,0,1,1,1,0,0,0
2023/1/1 8:00,1,0,1,2,0,0,0,1,0,1,3,0,0
2023/1/1 8:01,1,0,1,2,23,0,0,1,0,0,1,85,28
2023/1/1 8:02,1,0,7,2,127,40,42,3,0,8,2,28,12
2023/1/1 8:03,17,0,43,2,86,61,61,24,0,30,2,1,0
2023/1/1 8:04,23,0,20,2,0,6,26,31,0,25,1,1,0
2023/1/1 8:05,3,0,1,2,0,0,0,12,0,3,2,0,0
2023/1/1 8:06,1,1,1,2,0,0,0,1,0,1,2,2,0
2023/1/1 8:07,1,0,1,2,0,0,0,0,0,0,0,0,0
2023/1/1 8:08,1,0,1,3,0,0,0,1,0,1,3,0,0
2023/1/1 8:09,1,1,1,0,19,0,0,1,0,1,1,78,23
2023/1/1 8:10,1,1,7,3,123,41,41,5,0,3,2,35,15
2023/1/1 8:11,22,1,32,1,98,63,54,28,0,24,2,0,0
2023/1/1 8:12,25,0,34,3,0,13,28,24,0,33,1,0,0
2023/1/1 8:13,3,0,1,2,0,0,0,9,0,3,1,0,0
2023/1/1 8:14,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/1 8:15,1,2,1,2,0,0,0,1,0,1,2,1,0
2023/1/1 8:16,1,0,1,2,0,0,0,1,0,1,2,1,0
2023/1/1 8:17,1,1,2,2,22,0,0,0,0,1,2,61,20
2023/1/1 8:18,3,1,10,2,119,39,39,2,0,5,2,55,12
2023/1/1 8:19,24,0,25,2,100,55,63,25,1,35,0,0,0
2023/1/1 8:20,29,1,27,1,0,24,19,22,0,29,2,0,0
2023/1/1 8:21,7,0,1,3,0,0,0,9,1,1,1,0,1
2023/1/1 8:22,1,0,1,3,0,0,0,0,0,1,3,1,0
2023/1/1 8:23,1,2,1,0,0,0,0,1,1,1,2,0,0
2023/1/1 8:24,1,0,1,3,0,0,0,1,0,1,1,0,0
2023/1/1 8:25,0,0,1,3,18,0,0,1,0,1,2,67,27
2023/1/1 8:26,1,0,6,2,114,32,38,1,0,7,0,57,7
2023/1/1 8:27,20,0,26,2,104,58,59,22,1,31,2,9,0
2023/1/1 8:28,29,0,29,1,2,39,12,25,0,25,2,0,0
2023/1/1 8:29,14,0,12,3,0,0,0,3,0,1,2,0,0
2023/1/1 8:30,1,0,1,1,0,0,0,1,0,1,2,0,0
2023/1/1 8:31,1,0,1,3,0,0,0,1,0,1,1,0,0
2023/1/1 8:32,1,1,2,0,0,0,0,0,0,0,1,0,0
2023/1/1 8:33,1,0,1,4,24,0,0,1,0,1,2,80,25
2023/1/1 8:34,1,0,9,2,127,39,43,3,0,6,2,30,7
2023/1/1 8:35,19,0,28,2,88,56,64,33,1,29,2,0,0
2023/1/1 8:36,33,0,20,1,0,17,20,25,0,31,2,0,0
2023/1/1 8:37,9,0,1,3,0,0,0,6,0,1,1,0,0
2023/1/1 8:38,1,0,1,2,0,0,0,1,1,1,1,0,0
2023/1/1 8:39,1,1,1,2,0,0,0,1,0,0,2,0,0
2023/1/1 8:40,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/1 8:41,1,1,1,1,21,0,0,1,0,1,3,58,25
2023/1/1 8:42,2,0,5,3,134,42,38,2,0,7,2,42,6
2023/1/1 8:43,23,2,28,1,82,59,63,22,1,26,2,0,0
2023/1/1 8:44,34,1,19,2,0,5,29,40,0,28,2,0,0
2023/1/1 8:45,2,0,1,3,0,0,0,9,0,2,0,0,0
2023/1/1 8:46,1,1,2,1,0,0,0,1,0,1,2,0,0
2023/1/1 8:47,1,1,1,3,0,0,0,0,0,1,2,0,0
2023/1/1 8:48,1,0,1,3,0,0,0,1,0,1,2,0,0
2023/1/1 8:49,0,0,1,1,16,0,0,1,0,1,2,78,21
2023/1/1 8:50,1,0,7,3,130,38,38,1,0,8,1,54,16
2023/1/1 8:51,21,1,32,0,91,59,64,25,0,29,2,6,0
2023/1/1 8:52,28,2,23,3,0,26,12,29,0,25,1,0,0
2023/1/1 8:53,17,0,2,3,0,0,0,2,0,1,2,0,0
2023/1/1 8:54,1,0,1,1,0,0,0,1,0,1,1,0,0
2023/1/1 8:55,1,2,1,2,0,0,0,1,0,1,2,0,0
2023/1/1 8:56,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/1 8:57,1,1,1,3,24,0,0,0,1,1,1,63,9
2023/1/1 8:58,1,0,6,1,122,37,39,2,0,8,2,44,9
2023/1/1 8:59,22,0,31,2,84,59,61,19,0,31,1,11,0
2023/1/1 9:00,24,1,36,2,6,39,1,27,0,19,2,0,1
2023/1/1 9:01,18,0,6,2,0,0,0,1,0,1,2,0,0
2023/1/1 9:02,1,0,1,3,0,0,0,0,0,1,2,0,0
2023/1/1 9:03,1,0,1,1,0,0,0,1,0,1,1,0,0
2023/1/1 9:04,1,0,1,3,0,0,0,1,0,1,1,0,0
2023/1/1 9:05,1,0,1,1,17,0,0,1,1,0,2,72,29
2023/1/1 9:06,1,0,8,2,128,36,37,2,0,5,2,44,8
2023/1/1 9:07,19,0,30,2,92,65,61,23,0,30,2,0,0
2023/1/1 9:08,29,0,30,3,0,14,24,29,0,27,2,0,0
2023/1/1 9:09,5,1,1,1,0,0,0,11,0,2,1,0,0
2023/1/1 9:10,1,1,1,2,0,0,0,1,0,1,1,0,0
2023/1/1 9:11,1,0,1,2,0,0,0,1,1,0,2,0,0
2023/1/1 9:12,1,1,1,2,0,0,0,0,0,1,2,0,0
2023/1/1 9:13,0,0,1,3,15,0,0,1,0,1,1,71,26
2023/1/1 9:14,2,0,9,2,118,34,34,3,0,2,3,49,8
2023/1/1 9:15,23,0,26,2,105,59,63,18,0,36,1,5,1
2023/1/1 9:16,22,0,30,3,0,24,24,30,0,30,2,0,0
2023/1/1 9:17,12,1,2,1,0,0,0,3,0,6,2,0,0
2023/1/1 9:18,1,0,1,2,0,0,0,0,1,1,1,0,0
2023/1/1 9:19,1,0,1,2,0,0,0,1,0,1,2,0,1
2023/1/1 9:20,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/1 9:21,1,1,1,1,20,0,0,1,0,1,2,77,34
2023/1/1 9:22,1,0,8,3,127,41,36,4,0,5,1,22,12
2023/1/1 9:23,24,0,27,1,92,60,61,18,0,32,3,0,1
2023/1/1 9:24,34,1,19,2,0,11,30,38,0,25,1,0,0
2023/1/1 9:25,6,0,1,3,0,0,0,7,0,4,0,0,0
2023/1/1 9:26,1,0,1,2,0,0,0,1,0,1,3,0,0
2023/1/1 9:27,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/1 9:28,1,1,2,2,0,0,0,0,0,1,2,0,0
2023/1/1 9:29,1,2,1,2,23,0,0,1,0,1,2,84,28
2023/1/1 9:30,2,1,5,2,130,43,44,1,0,10,1,36,12
2023/1/1 9:31,24,1,29,2,87,56,59,24,0,28,1,0,0
2023/1/1 9:32,32,1,18,2,0,8,30,29,1,29,2,0,0
2023/1/1 9:33,4,1,1,2,0,0,0,15,0,3,2,0,0
2023/1/1 9:34,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/1 9:35,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/1 9:36,1,1,1,1,0,0,0,1,0,1,2,0,0
2023/1/1 9:37,0,0,1,4,18,0,0,1,0,0,0,80,28
2023/1/1 9:38,1,0,6,1,125,37,41,1,0,4,3,51,4
2023/1/1 9:39,21,2,29,1,96,54,60,23,0,37,2,4,0
2023/1/1 9:40,23,1,30,3,0,28,19,34,0,19,1,0,0
2023/1/1 9:41,14,0,3,2,0,0,0,8,0,1,2,1,0
2023/1/1 9:42,1,1,2,3,0,0,0,1,1,1,0,0,0
2023/1/1 9:43,1,0,1,2,0,0,0,0,1,1,3,0,0
2023/1/1 9:44,1,1,1,1,0,0,0,1,0,0,2,0,0
2023/1/1 9:45,1,1,1,2,21,0,0,1,0,1,1,95,17
2023/1/1 9:46,3,0,8,3,129,35,38,3,1,6,2,53,5
2023/1/1 9:47,20,0,22,1,89,65,62,18,0,36,2,1,1
2023/1/1 9:48,40,1,25,2,0,19,19,27,0,31,2,0,0
2023/1/1 9:49,8,0,1,2,0,0,0,4,0,1,2,2,0
2023/1/1 9:50,1,0,1,3,0,0,0,1,0,0,1,0,0
2023/1/1 9:51,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/1 9:52,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/1 9:53,1,0,1,2,17,0,0,0,0,1,2,87,29
2023/1/1 9:54,2,2,9,1,126,34,44,2,1,5,1,45,12
2023/1/1 9:55,18,0,29,3,94,61,59,22,0,35,1,2,0
2023/1/1 9:56,37,0,21,3,0,25,14,32,1,24,2,0,0
2023/1/1 9:57,12,0,1,1,0,0,0,3,1,1,1,0,0
2023/1/1 9:58,1,0,1,3,0,0,0,0,0,1,3,0,0
2023/1/1 9:59,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/1 10:00,0,1,1,0,0,0,0,1,0,1,1,0,0
2023/1/1 10:01,1,0,1,4,17,0,0,1,0,1,2,86,43
2023/1/1 10:02,2,0,5,2,116,35,38,2,0,6,0,55,12
2023/1/1 10:03,21,0,27,2,105,58,59,20,1,32,2,5,0
2023/1/1 10:04,28,0,27,2,0,28,20,36,0,20,3,0,0
2023/1/1 10:05,13,0,6,2,0,0,0,6,0,1,2,0,1
2023/1/1 10:06,1,0,1,1,0,0,0,1,0,1,1,0,0
2023/1/1 10:07,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/1 10:08,1,2,1,1,0,0,0,1,0,1,2,0,0
2023/1/1 10:09,1,1,1,2,18,0,0,0,0,0,0,89,18
2023/1/1 10:10,1,0,7,4,113,36,41,3,0,4,3,74,12
2023/1/1 10:11,21,0,28,1,106,56,55,26,0,26,2,4,1
2023/1/1 10:12,27,1,26,2,0,25,24,35,1,23,1,1,0
2023/1/1 10:13,15,0,1,3,0,0,0,9,0,2,1,0,0
2023/1/1 10:14,1,1,1,2,0,0,0,0,1,1,1,0,0
2023/1/1 10:15,1,0,1,1,0,0,0,1,0,0,2,1,0
2023/1/1 10:16,1,0,1,3,0,0,0,1,0,1,2,0,0
2023/1/1 10:17,1,1,1,1,18,0,0,1,0,1,2,71,5
2023/1/1 10:18,2,1,4,1,129,41,41,2,0,6,2,70,1
2023/1/1 10:19,22,2,31,2,90,58,57,24,0,34,2,1,0
2023/1/1 10:20,32,0,26,3,0,28,12,29,0,18,2,1,0
2023/1/1 10:21,16,2,2,2,0,0,0,3,0,1,2,0,0
2023/1/1 10:22,1,1,1,2,0,0,0,1,0,0,1,0,0
2023/1/1 10:23,0,2,1,1,0,0,0,1,0,1,1,1,0
2023/1/1 10:24,1,0,2,4,0,0,0,0,0,1,2,0,0
2023/1/1 10:25,1,0,1,2,32,0,0,1,0,1,2,84,16
2023/1/1 10:26,2,0,13,2,139,43,48,4,0,8,1,37,0
2023/1/1 10:27,21,0,31,1,68,66,61,34,0,28,2,0,0
2023/1/1 10:28,37,0,22,2,0,15,6,25,0,17,1,0,0
2023/1/1 10:29,5,0,1,4,0,0,0,5,0,1,2,0,0
2023/1/1 10:30,1,0,1,1,0,0,0,0,0,1,2,0,1
2023/1/1 10:31,1,0,1,3,0,0,0,1,0,1,2,0,0
2023/1/1 10:32,1,0,1,1,0,0,0,1,0,1,1,0,0
2023/1/1 10:33,1,1,1,2,14,0,0,1,0,1,2,89,19
2023/1/1 10:34,1,0,8,2,138,40,38,2,0,4,1,36,9
2023/1/1 10:35,26,0,25,2,86,60,59,24,1,27,1,0,0
2023/1/1 10:36,30,0,30,2,0,23,18,30,0,28,3,0,0
2023/1/1 10:37,10,0,1,2,0,0,0,5,0,1,1,0,0
2023/1/1 10:38,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/1 10:39,1,0,1,2,0,0,0,1,0,1,3,1,0
2023/1/1 10:40,1,0,2,2,0,0,0,0,0,1,1,0,0
2023/1/1 10:41,1,0,1,2,18,0,0,1,0,0,2,86,30
2023/1/1 10:42,2,1,6,2,127,37,40,2,0,4,1,64,2
2023/1/1 10:43,24,0,27,2,95,56,61,23,0,31,2,9,0
2023/1/1 10:44,26,0,27,2,0,30,16,29,0,31,2,0,0
2023/1/1 10:45,12,0,7,3,0,0,0,3,0,1,2,0,0
2023/1/1 10:46,1,1,1,1,0,0,0,1,0,1,1,0,0
2023/1/1 10:47,0,0,1,3,0,0,0,1,0,0,2,0,0
2023/1/1 10:48,1,0,1,1,0,0,0,1,1,1,1,3,0
2023/1/1 10:49,1,0,1,3,20,0,0,1,0,1,1,62,22
2023/1/1 10:50,1,1,8,1,135,41,42,1,0,5,3,57,3
2023/1/1 10:51,27,1,26,2,84,63,59,33,0,26,2,0,0
2023/1/1 10:52,28,0,32,3,0,22,12,29,0,19,0,0,0
2023/1/1 10:53,11,0,2,1,0,0,0,6,0,1,3,0,0
2023/1/1 10:54,1,0,1,3,0,0,0,1,1,0,1,1,0
2023/1/1 10:55,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/1 10:56,1,0,1,2,0,0,0,0,0,1,1,0,0
2023/1/1 10:57,1,0,1,3,25,0,0,1,0,1,2,79,18
2023/1/1 10:58,2,0,7,1,130,38,42,2,1,6,1,49,1
2023/1/1 10:59,21,0,29,1,81,54,63,23,0,33,3,6,0
2023/1/1 11:00,30,1,25,2,0,35,4,30,0,20,2,0,1
2023/1/1 11:01,18,0,3,3,0,0,0,0,1,1,1,0,0
2023/1/1 11:02,1,2,1,2,0,0,0,1,0,1,1,0,0
2023/1/1 11:03,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/1 11:04,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/1 11:05,1,1,1,1,14,0,0,1,0,1,2,73,21
2023/1/1 11:06,1,0,6,3,146,38,37,2,0,5,2,30,0
2023/1/1 11:07,24,0,28,2,76,63,63,27,1,29,0,0,0
2023/1/1 11:08,33,0,29,2,0,16,19,30,0,21,2,0,0
2023/1/1 11:09,4,1,1,2,0,0,0,10,0,1,2,0,1
2023/1/1 11:10,1,1,1,2,0,0,0,1,1,1,1,0,0
2023/1/1 11:11,1,1,1,2,0,0,0,0,0,1,3,0,0
2023/1/1 11:12,0,0,1,3,0,0,0,1,0,1,0,1,0
2023/1/1 11:13,1,0,1,1,20,0,0,1,0,0,3,74,16
2023/1/1 11:14,2,0,6,2,125,41,39,4,0,8,1,55,3
2023/1/1 11:15,26,1,28,2,92,58,58,21,0,36,2,7,0
2023/1/1 11:16,31,0,24,1,0,33,8,18,0,19,1,0,0
2023/1/1 11:17,16,0,7,3,0,0,0,5,0,1,2,0,0
2023/1/1 11:18,1,0,1,2,0,0,0,1,0,1,1,1,0
2023/1/1 11:19,1,1,1,2,0,0,0,1,1,0,2,0,0
2023/1/1 11:20,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/1 11:21,1,0,2,2,18,0,0,0,1,1,2,51,9
2023/1/1 11:22,1,0,5,3,129,37,38,2,1,8,1,40,0
2023/1/1 11:23,22,0,29,1,91,59,62,27,0,28,2,1,0
2023/1/1 11:24,29,0,25,2,0,17,25,27,1,30,1,0,0
2023/1/1 11:25,9,1,1,2,0,0,0,10,0,1,2,1,1
2023/1/1 11:26,1,1,1,2,0,0,0,0,0,0,3,0,0
2023/1/1 11:27,1,0,1,3,0,0,0,1,0,1,0,0,0
2023/1/1 11:28,1,1,1,0,0,0,0,1,0,1,2,1,0
2023/1/1 11:29,1,0,1,4,17,0,0,1,0,1,2,70,20
2023/1/1 11:30,1,1,8,1,141,38,40,1,1,6,2,24,5
2023/1/1 11:31,24,0,26,3,79,59,62,23,0,30,1,2,0
2023/1/1 11:32,29,0,25,2,0,16,22,31,0,29,2,0,0
2023/1/1 11:33,7,1,1,2,0,0,0,9,0,1,1,0,0
2023/1/1 11:34,0,2,1,0,0,0,0,1,0,1,2,0,0
2023/1/1 11:35,1,0,2,3,0,0,0,1,0,1,2,0,0
2023/1/1 11:36,1,2,1,3,0,0,0,0,0,1,2,1,0
2023/1/1 11:37,1,0,1,2,21,0,0,1,0,1,2,60,25
2023/1/1 11:38,2,0,3,1,140,37,39,2,0,1,1,35,2
2023/1/1 11:39,24,1,29,2,78,62,64,32,0,27,1,0,0
2023/1/1 11:40,27,0,22,2,0,7,30,35,0,28,2,1,1
2023/1/1 11:41,6,1,1,2,0,0,0,9,1,5,2,0,1
2023/1/1 11:42,1,0,1,4,0,0,0,1,0,1,1,1,0
2023/1/1 11:43,1,0,1,1,0,0,0,1,0,1,3,0,0
2023/1/1 11:44,1,0,1,2,0,0,0,1,0,1,0,0,1
2023/1/1 11:45,1,0,1,2,18,0,0,1,0,0,3,63,15
2023/1/1 11:46,1,0,6,2,123,43,38,3,0,6,1,51,11
2023/1/1 11:47,25,0,34,2,99,56,59,19,0,30,2,0,0
2023/1/1 11:48,23,0,30,2,0,18,26,33,0,26,1,0,0
2023/1/1 11:49,5,2,2,2,0,0,0,12,0,1,3,0,1
2023/1/1 11:50,1,1,1,2,0,0,0,1,0,1,1,1,0
2023/1/1 11:51,1,1,1,2,0,0,0,1,0,0,2,0,0
2023/1/1 11:52,1,0,1,2,0,0,0,0,0,1,1,0,0
2023/1/1 11:53,1,0,1,3,20,0,0,1,0,1,2,87,22
2023/1/1 11:54,1,0,7,1,119,38,42,2,0,8,2,61,6
2023/1/1 11:55,21,0,26,2,100,52,59,26,0,28,0,1,0
2023/1/1 11:56,31,0,25,3,0,25,23,32,0,23,3,0,0
2023/1/1 11:57,10,0,2,2,0,0,0,10,0,1,2,0,0
2023/1/1 11:58,0,1,2,1,0,0,0,2,0,1,1,1,0
2023/1/1 11:59,2,0,2,3,0,0,0,1,0,2,2,0,0
2023/1/1 12:00,2,0,2,3,0,0,0,2,1,1,2,0,0
2023/1/1 12:01,2,0,1,4,19,0,0,1,0,2,4,94,48
2023/1/1 12:02,1,0,7,4,123,37,39,3,0,7,2,56,40
2023/1/1 12:03,27,1,31,2,125,61,61,28,2,26,2,75,6
2023/1/1 12:04,28,2,31,4,113,55,63,27,0,37,4,13,0
2023/1/1 12:05,20,1,37,3,8,42,30,30,0,34,4,0,1
2023/1/1 12:06,23,1,8,4,0,0,0,10,0,5,3,0,0
2023/1/1 12:07,2,2,2,4,0,0,0,2,1,2,2,0,0
2023/1/1 12:08,2,0,2,5,0,0,0,1,2,1,2,1,0
2023/1/1 12:09,1,1,2,2,24,0,0,2,0,2,4,92,31
2023/1/1 12:10,3,2,11,4,114,38,42,2,1,5,1,67,34
2023/1/1 12:11,18,0,33,5,114,57,60,31,0,30,4,47,11
2023/1/1 12:12,30,2,25,1,108,54,58,33,0,31,4,26,0
2023/1/1 12:13,30,1,32,4,21,56,15,22,0,30,2,0,0
2023/1/1 12:14,27,0,14,5,0,0,0,4,0,1,3,1,0
2023/1/1 12:15,2,0,2,5,0,0,0,1,1,2,3,1,0
2023/1/1 12:16,1,1,2,2,0,0,0,1,0,1,5,0,0
2023/1/1 12:17,2,0,2,4,18,0,0,2,0,2,1,104,51
2023/1/1 12:18,3,1,10,4,124,42,38,2,0,7,1,80,13
2023/1/1 12:19,26,1,24,2,122,61,62,25,0,26,6,47,6
2023/1/1 12:20,36,0,30,5,117,56,57,30,0,36,3,5,1
2023/1/1 12:21,34,2,25,2,0,31,34,33,0,31,3,0,0
2023/1/1 12:22,12,0,7,6,0,0,0,10,1,5,2,0,0
2023/1/1 12:23,2,0,2,3,0,0,0,2,0,2,2,0,0
2023/1/1 12:24,2,0,2,3,0,0,0,1,0,1,3,1,0
2023/1/1 12:25,2,2,2,4,19,0,0,1,0,2,4,91,43
2023/1/1 12:26,2,0,4,4,116,36,41,5,1,9,2,74,15
2023/1/1 12:27,26,4,28,2,116,54,58,28,0,26,4,67,3
2023/1/1 12:28,31,0,27,5,130,60,60,35,0,24,4,19,0
2023/1/1 12:29,32,3,31,2,8,42,38,34,0,32,1,1,0
2023/1/1 12:30,19,0,10,6,0,0,0,10,2,9,2,1,0
2023/1/1 12:31,2,0,2,4,0,0,0,1,0,2,4,0,0
2023/1/1 12:32,2,1,2,1,0,0,0,1,0,1,2,0,0
