A,B,C,D,E,F,G,H,I,J,K,L,M
9,1,9,6,21,19,12,10,0,6,9,1,1
11,2,16,5,1,8,6,11,2,8,11,1,2
14,5,6,8,3,0,1,8,0,10,10,3,0
9,1,4,11,34,7,7,9,3,5,11,1,0
11,3,7,10,22,11,20,7,2,12,10,1,1
8,1,11,11,1,7,8,22,1,4,10,1,0
5,3,5,10,5,0,0,5,3,7,11,2,1
8,3,6,5,41,8,9,7,2,5,7,0,1
7,0,7,11,13,18,15,4,2,12,11,1,0
18,0,15,9,1,4,5,14,1,6,6,2,0
4,1,3,12,6,0,1,8,2,7,3,6,3
3,1,5,6,37,7,6,5,6,7,9,0,0
5,1,10,8,16,16,22,6,4,11,11,0,0
13,2,5,6,1,6,2,18,1,7,10,2,2
4,0,10,8,5,0,1,6,2,5,7,1,2
3,1,5,4,34,6,9,2,4,4,9,1,1
7,3,10,8,21,17,16,10,2,9,8,1,0
13,0,15,11,0,8,4,8,0,11,8,1,2
5,1,7,10,7,0,0,9,1,7,4,2,2
8,0,3,8,33,8,8,7,1,3,9,1,0
6,2,6,8,20,16,15,7,2,10,9,0,0
12,2,9,4,0,7,6,8,2,11,9,1,1
11,2,4,8,4,0,0,6,2,7,6,2,2
6,3,4,5,47,6,7,2,1,2,8,3,0
8,0,12,10,9,22,21,11,1,14,4,1,0
12,2,9,11,0,3,1,10,1,5,8,1,0
8,0,6,7,5,0,0,4,0,5,6,2,1
6,3,4,7,42,8,8,5,1,10,8,1,1
9,1,13,8,13,18,16,12,0,7,10,0,1
11,5,15,8,0,5,5,13,2,9,10,1,0
4,4,9,11,6,0,0,11,1,4,9,6,2
2,1,10,10,36,10,8,3,2,8,10,1,0
7,1,13,11,17,20,14,13,3,12,8,0,1
14,2,15,10,1,4,4,9,4,10,11,1,0
8,4,2,11,4,0,0,8,3,4,10,9,2
6,1,6,11,42,9,7,2,2,10,11,2,1
10,0,7,7,12,19,16,9,1,11,11,1,2
14,2,10,8,2,4,4,14,2,12,10,1,0
7,0,6,6,7,0,1,5,2,4,10,3,1
4,3,5,9,35,8,10,4,0,6,10,1,0
7,1,8,8,17,13,18,14,1,10,7,1,1
8,1,8,8,1,7,4,11,4,10,10,0,0
12,1,7,9,4,0,0,2,0,8,7,3,2
3,1,3,5,44,6,8,2,1,5,7,1,0
7,1,8,7,12,14,21,8,1,13,10,1,1
14,1,9,8,0,4,7,14,2,13,8,1,0
3,2,8,7,6,0,0,8,0,6,9,5,2
4,2,5,10,34,10,3,6,2,6,9,1,1
10,3,6,8,19,15,18,8,2,10,11,1,0
15,0,11,9,1,4,9,9,1,8,7,0,0
7,0,6,8,3,1,0,8,1,4,5,2,2
10,5,2,9,45,6,5,5,1,0,6,3,0
7,1,9,9,11,22,18,9,2,6,4,1,2
13,1,11,11,1,3,6,12,1,7,6,0,0
11,2,2,6,5,0,0,11,1,6,5,2,4
3,1,5,10,40,6,8,4,3,3,10,0,0
6,0,18,7,14,21,15,5,0,9,7,0,0
15,2,8,8,1,3,7,14,1,15,7,2,0
8,5,6,10,2,0,0,4,0,7,10,5,1
5,3,4,8,37,7,5,8,1,5,8,0,1
7,1,9,12,20,14,20,4,2,9,11,0,1
11,2,14,9,1,7,7,12,1,17,6,1,0
5,1,3,11,9,0,0,2,4,5,9,4,2
8,2,0,6,38,8,9,6,2,5,4,2,0
10,2,11,7,13,17,18,9,3,13,9,1,0
7,0,7,6,0,3,5,10,3,18,9,0,1
5,1,3,3,7,0,0,6,0,1,10,3,3
1,3,2,3,35,7,12,3,2,5,9,0,1
5,1,15,3,18,15,16,9,1,13,6,0,0
11,1,10,9,0,4,6,9,1,9,6,0,0
4,2,4,7,2,0,0,9,1,8,7,4,0
1,1,8,7,35,6,4,4,2,4,11,1,1
10,0,9,8,20,14,20,5,2,11,8,0,1
10,3,10,8,3,9,6,17,2,11,8,1,0
9,0,7,10,5,1,0,8,0,8,8,3,1
7,1,6,10,34,9,9,6,5,7,9,1,1
7,0,13,9,20,14,15,10,4,10,12,1,0
9,2,6,8,1,5,7,12,1,11,10,0,0
6,0,10,7,4,0,1,13,3,9,10,4,1
4,3,3,8,43,8,6,4,3,3,10,1,0
9,2,14,11,12,19,15,11,1,7,11,1,1
11,2,12,8,1,4,7,11,1,8,10,1,2
5,2,9,9,2,0,1,11,3,5,7,3,0
2,1,5,11,40,6,6,4,2,3,10,0,0
8,1,7,7,15,14,21,6,1,9,10,1,0
14,3,6,6,3,5,6,15,0,9,4,0,0
5,1,6,8,4,0,2,6,1,7,9,2,1
6,1,6,9,39,6,9,8,1,5,5,1,0
7,2,9,9,16,16,17,8,2,11,9,0,0
9,3,10,7,1,7,4,8,1,16,6,0,1
10,5,5,7,4,0,1,7,3,4,8,2,2
4,1,6,8,38,7,6,2,0,2,11,1,1
5,2,10,8,18,23,13,8,1,6,7,1,1
14,1,12,5,0,3,8,10,1,8,3,1,0
8,3,4,9,6,0,0,11,1,9,9,2,1
3,4,10,7,37,6,7,5,4,3,8,0,0
8,3,7,7,17,26,13,4,2,9,9,0,0
16,1,16,12,0,6,2,10,0,7,6,0,1
2,1,9,8,5,0,0,5,1,6,8,3,3
11,1,3,7,34,10,10,3,2,2,4,0,0
7,1,8,10,20,12,14,13,2,13,7,2,0
9,2,10,8,1,8,6,8,2,7,11,1,0
14,1,6,7,4,0,0,11,3,12,6,3,1
3,5,2,10,40,7,8,6,3,10,11,0,0
7,2,9,8,15,22,15,8,3,12,10,2,0
12,2,11,9,1,2,6,8,0,7,11,1,1
11,1,3,5,11,0,0,13,0,6,9,6,1
5,2,4,9,34,12,7,2,1,4,11,0,0
10,1,14,8,15,16,15,13,0,5,10,1,1
9,2,9,7,0,3,7,17,2,6,11,1,0
6,3,5,7,3,0,0,9,1,4,10,2,4
4,0,1,9,39,6,8,3,1,3,8,0,1
8,1,14,5,16,21,12,10,3,8,1,0,1
9,1,11,7,2,4,8,14,1,6,10,1,0
8,1,3,7,3,0,1,5,1,6,9,1,2
8,1,5,8,41,5,6,5,0,5,7,1,1
2,6,11,7,16,16,24,17,1,11,6,0,0
12,1,10,10,0,6,3,12,4,11,11,1,1
5,2,3,6,2,0,0,5,0,4,11,4,3
3,0,7,6,36,7,6,6,1,2,4,0,0
10,1,12,9,22,15,16,12,2,8,11,0,0
13,2,11,8,0,9,7,13,1,8,9,2,0
6,1,5,12,5,0,0,6,0,6,6,8,2
6,2,6,6,39,10,8,6,2,6,8,0,0
10,2,15,11,15,16,15,6,3,11,8,1,1
17,3,7,10,1,3,7,10,2,16,9,2,0
4,2,6,11,6,0,1,8,1,4,9,2,3
6,4,6,9,31,6,7,4,2,8,10,0,0
3,1,9,11,23,15,15,8,2,11,8,1,1
11,2,16,7,0,5,11,9,3,12,10,0,0
8,1,4,9,7,0,1,15,3,10,6,2,1
5,3,9,8,34,7,7,7,2,5,11,2,1
3,2,9,11,19,17,14,6,3,6,9,1,1
9,1,13,9,0,8,7,8,2,10,11,1,1
14,0,6,6,9,0,0,6,2,5,10,2,1
4,4,2,11,37,9,10,7,1,7,6,1,2
5,3,11,8,14,20,14,10,1,8,6,2,2
13,0,9,4,0,3,4,16,1,7,12,0,0
2,0,7,4,6,0,0,10,3,4,8,2,2
8,2,3,8,37,5,8,3,3,8,9,1,3
11,3,9,10,17,23,13,6,1,12,12,0,0
15,2,13,6,0,7,4,14,4,10,9,2,3
7,2,4,10,6,0,0,6,2,7,12,3,4
4,1,6,8,39,5,8,3,2,7,9,0,0
8,1,15,10,14,21,17,7,0,12,10,3,0
9,2,12,10,1,5,3,17,1,10,10,0,1
10,1,5,10,4,0,1,8,2,6,10,3,1
7,5,4,8,43,6,6,5,0,3,12,0,1
7,0,7,11,13,15,26,6,1,19,10,1,1
13,0,9,7,0,1,6,13,2,12,9,1,0
7,1,7,11,5,0,0,8,2,6,8,4,1
1,0,8,11,35,7,5,3,1,4,10,0,0
9,1,12,7,17,17,21,10,1,11,8,1,0
7,1,11,9,3,4,5,16,2,14,9,2,0
6,1,5,7,8,0,1,7,0,6,11,5,0
1,2,9,5,34,12,2,2,3,3,7,0,0
8,1,12,11,17,21,16,6,0,12,9,0,1
21,1,9,10,1,4,4,6,1,8,7,1,0
12,0,3,11,3,0,1,7,2,7,5,5,1
6,4,2,6,36,7,7,6,1,3,11,1,1
5,2,11,10,21,17,17,12,1,7,7,1,2
14,0,4,9,0,8,4,12,2,13,10,1,0
11,1,7,5,6,0,0,3,1,3,8,3,1
4,1,4,8,25,6,8,5,1,4,7,1,2
10,3,10,5,27,13,12,11,3,9,3,1,0
12,1,8,10,2,7,13,9,3,13,8,1,0
12,2,10,10,7,0,1,11,4,11,11,5,6
1,2,5,12,37,7,8,6,1,6,11,1,0
13,2,10,9,16,23,13,9,1,16,10,2,0
12,3,14,10,0,6,3,6,3,14,10,1,0
6,2,3,9,6,0,0,4,6,4,11,4,0
3,1,6,7,43,10,6,7,3,9,9,0,0
10,1,15,7,11,20,19,5,1,11,13,0,0
8,3,10,7,0,2,3,12,3,14,10,0,0
5,1,8,7,5,0,0,4,1,5,10,3,2
5,2,4,9,31,6,10,2,0,6,10,1,1
5,1,7,10,24,14,14,9,3,7,4,1,0
13,1,11,7,0,8,8,10,1,10,7,2,0
5,0,9,8,4,0,0,10,0,5,9,2,1
5,2,7,8,37,8,10,5,3,1,6,1,0
8,0,14,10,18,17,11,14,3,11,7,0,2
11,1,10,8,1,5,8,5,3,7,12,2,0
11,1,6,12,5,1,0,10,0,8,4,0,1
6,3,6,9,33,6,6,3,1,5,10,1,0
6,0,12,10,22,17,17,11,1,10,7,0,0
8,2,9,8,0,6,8,10,6,13,8,1,1
8,3,5,7,3,0,0,13,0,7,11,3,2
5,2,5,7,35,5,8,8,2,5,11,1,0
7,1,8,9,21,18,13,7,4,11,11,0,1
12,2,13,9,1,5,11,5,2,11,11,0,0
4,1,4,7,4,0,0,8,1,7,5,4,2
7,1,7,5,37,9,7,3,3,7,7,2,0
4,3,8,8,18,15,18,9,2,11,10,1,0
14,1,10,11,1,3,7,15,2,11,10,0,0
6,2,9,8,7,0,1,9,3,5,9,2,2
2,0,7,9,34,8,8,5,1,4,12,1,0
7,1,9,10,19,17,18,10,3,12,4,1,1
13,3,11,5,0,3,6,13,3,12,9,2,0
3,2,6,9,5,0,0,7,2,6,11,3,1
3,1,3,8,37,8,8,2,1,5,8,0,1
8,2,12,5,17,14,18,5,1,10,9,1,0
13,2,14,9,1,8,3,10,1,11,4,0,0
3,4,10,11,8,0,1,6,1,5,6,5,0
9,1,2,11,37,12,6,3,1,7,7,2,0
8,3,18,11,15,17,13,11,5,10,7,1,0
13,2,8,9,0,4,8,11,2,12,10,2,0
7,3,5,9,6,0,0,8,2,9,11,2,2
7,0,7,9,41,8,4,9,3,2,10,1,1
10,4,12,9,13,24,17,7,2,14,11,1,1
15,1,12,10,0,2,5,7,3,10,11,2,1
4,3,4,11,6,0,0,9,2,7,10,3,2
2,1,4,8,34,11,6,3,1,5,9,4,1
9,1,13,4,18,15,17,8,2,7,8,2,1
16,3,8,4,2,5,5,16,1,13,11,1,0
6,3,6,9,2,1,0,9,3,7,10,1,2
6,3,4,11,39,6,6,8,3,4,10,2,0
5,1,6,10,19,15,22,5,1,13,11,1,0
14,1,7,6,0,4,7,14,0,12,10,3,1
13,1,9,9,7,0,0,8,1,6,9,3,3
3,2,4,11,32,8,3,4,5,5,8,0,1
9,3,8,10,21,13,22,12,2,8,10,1,0
12,1,10,11,0,9,5,10,1,13,10,0,1
13,0,6,9,7,0,0,6,1,5,7,1,4
4,1,6,11,40,10,7,2,1,1,6,1,0
4,3,14,5,13,17,17,9,0,15,8,0,0
10,2,9,10,0,7,2,9,3,9,8,2,0
17,0,7,10,5,0,0,6,1,2,8,3,2
4,5,6,9,45,7,8,3,2,5,5,3,0
4,4,14,8,10,21,18,12,1,10,8,0,0
14,4,13,9,0,3,3,10,4,6,6,0,2
6,2,5,11,10,0,0,10,0,5,9,3,3
10,1,6,10,39,12,10,1,1,8,7,0,1
6,1,12,10,9,12,18,6,0,12,9,1,0
11,2,9,11,2,3,4,15,1,9,7,2,1
2,1,5,9,4,1,0,6,1,5,6,4,1
7,1,7,6,35,4,8,6,3,7,9,0,0
4,1,6,10,19,22,13,8,1,11,10,0,0
17,2,13,5,2,5,7,11,3,9,10,2,0
4,1,7,10,3,0,1,6,4,7,10,4,2
6,1,5,5,37,4,7,6,1,4,10,1,1
8,2,10,11,18,14,19,8,1,14,7,0,1
11,1,8,8,2,6,10,9,1,10,7,0,0
13,1,4,12,6,0,0,9,0,9,8,4,0
6,4,5,8,29,4,7,3,2,4,7,1,0
12,3,7,8,24,19,13,8,1,10,6,0,1
17,1,11,11,1,6,11,10,2,5,7,0,2
4,2,7,12,7,0,0,12,3,4,5,4,2
3,1,9,11,34,8,10,0,2,4,7,0,0
7,2,11,9,16,18,12,12,0,7,5,2,1
13,2,12,9,3,4,6,12,2,12,7,2,0
4,4,6,10,2,0,2,8,1,5,11,3,2
7,2,5,7,40,5,4,4,1,3,8,1,0
3,3,17,11,17,14,23,4,1,8,7,1,1
9,3,5,8,1,5,9,18,1,15,8,0,0
4,1,5,8,4,0,0,3,0,6,6,2,0
9,0,5,7,43,9,6,5,0,2,6,0,2
6,4,13,8,13,18,21,8,1,14,5,2,1
12,3,9,11,0,2,4,17,2,12,8,2,4
7,1,9,7,5,0,0,7,2,6,10,6,5
6,2,4,9,42,9,5,3,2,6,12,4,0
11,3,12,11,13,19,19,13,2,12,10,1,1
17,4,7,11,0,3,5,13,2,11,11,0,0
9,3,8,9,4,0,0,13,3,7,10,5,0
5,3,3,9,35,7,5,2,5,10,11,1,1
10,1,14,11,18,18,16,4,2,10,9,3,0
7,4,11,11,3,5,8,10,2,13,12,1,1
2,2,9,8,6,0,1,9,2,4,11,2,1
6,1,9,8,33,11,7,5,3,7,10,0,0
15,2,10,10,20,13,14,6,3,11,9,1,0
7,2,5,10,1,2,12,12,2,9,8,1,0
9,0,8,10,6,1,0,8,1,12,8,5,1
6,3,5,8,35,9,6,5,3,7,10,2,0
9,0,13,11,18,15,15,6,4,10,8,0,0
5,2,9,10,1,12,3,16,2,9,11,2,0
8,1,7,5,7,0,0,3,5,7,8,4,3
9,0,4,7,32,8,8,1,2,2,10,0,1
4,1,9,10,20,16,15,7,1,8,8,1,0
14,1,8,3,1,4,9,17,0,8,4,1,0
8,4,8,6,6,0,0,4,0,7,8,9,1
4,1,4,10,35,10,6,4,1,7,6,0,0
7,0,13,10,19,20,13,8,0,10,11,0,0
13,3,10,6,0,6,5,11,3,14,10,2,0
6,0,4,8,8,0,0,3,1,5,11,4,0
6,1,3,5,29,10,7,1,3,2,5,1,1
13,1,10,9,20,17,11,4,1,13,3,2,0
9,3,9,9,3,5,9,8,0,7,8,0,0
5,1,8,7,3,0,1,11,1,6,5,3,4
7,2,5,7,45,5,7,4,0,4,11,3,2
5,4,9,6,12,13,25,12,1,10,7,1,0
10,1,9,10,0,6,4,15,2,15,8,0,0
4,2,4,8,3,0,0,8,2,5,10,9,1
6,3,3,3,36,7,8,5,1,9,10,2,0
10,1,10,10,21,14,19,11,0,6,10,1,1
7,2,4,8,0,4,8,10,1,12,8,0,0
7,1,8,3,5,0,0,12,2,9,6,1,1
2,1,4,7,38,10,5,7,3,6,11,1,1
13,0,10,9,16,14,19,11,2,10,10,3,2
9,3,8,7,1,7,4,7,1,16,10,2,0
13,1,2,11,7,0,1,4,4,5,11,3,3
7,2,8,7,37,8,7,2,2,5,8,0,0
4,2,12,10,16,20,15,12,2,11,8,1,0
17,4,8,7,0,3,7,10,3,8,11,2,1
13,1,1,10,3,0,0,8,3,5,5,1,3
2,2,6,9,39,3,9,9,2,6,10,0,1
7,0,8,8,18,18,21,12,2,10,11,2,0
10,0,10,11,0,2,7,10,2,18,11,1,0
5,1,4,5,6,0,0,6,0,4,8,3,0
11,1,6,8,40,9,7,4,1,2,7,2,1
5,2,15,10,13,19,15,8,1,12,8,0,0
19,2,7,11,1,7,3,10,2,5,8,1,0
11,6,3,8,6,0,0,8,0,4,3,8,0
4,1,5,11,39,9,4,5,1,9,11,1,1
13,1,6,9,15,22,13,9,1,4,10,2,1
14,2,8,7,0,4,8,12,1,6,11,0,1
11,2,10,7,8,0,0,12,2,5,8,6,0
2,3,6,10,36,10,8,6,2,3,10,1,0
9,0,14,9,16,20,14,9,0,12,6,0,0
12,2,13,11,0,5,3,10,2,11,7,2,0
6,4,8,8,4,0,0,7,2,3,10,3,2
3,1,2,8,40,6,7,6,3,5,8,1,1
4,0,8,8,15,20,17,5,0,6,9,1,2
10,2,12,3,1,4,6,11,1,14,10,0,1
14,1,7,8,4,0,0,4,3,8,2,2,2
4,0,0,10,39,8,8,0,3,4,9,1,1
8,2,15,9,16,18,12,13,0,14,8,1,1
13,3,10,6,1,6,7,17,2,9,11,0,1
8,2,3,11,5,0,1,4,2,5,10,2,1
9,0,7,7,37,8,3,7,2,4,11,1,0
9,1,5,11,16,14,23,7,2,13,10,0,1
12,1,13,9,2,7,4,11,3,10,5,3,1
7,2,8,8,3,0,1,10,2,6,9,1,1
8,1,2,11,34,6,5,2,2,7,11,1,0
9,3,10,9,22,15,22,8,1,8,7,1,2
13,2,8,10,1,3,8,15,1,10,10,2,1
3,1,8,10,8,0,1,7,1,7,5,3,1
3,1,3,8,28,7,7,7,2,7,6,0,0
9,2,7,7,23,16,13,9,2,6,9,2,0
13,0,10,9,1,10,7,9,2,8,11,1,0
11,1,7,6,7,0,0,8,1,5,6,1,1
4,2,8,9,33,9,8,6,3,4,7,0,1
11,2,12,9,20,17,14,11,1,6,9,1,0
16,1,4,10,0,5,7,6,1,18,7,2,0
10,1,4,11,3,0,0,7,2,9,10,6,3
4,2,4,11,35,7,9,1,2,2,10,1,1
10,0,10,6,21,16,16,2,1,10,5,0,0
12,3,12,6,1,6,6,11,1,13,1,1,1
9,2,8,11,9,0,0,9,3,8,8,9,1
2,1,5,12,43,11,5,4,3,3,12,1,0
8,0,13,9,8,21,16,7,2,15,7,0,1
16,1,9,3,0,6,1,9,2,10,11,1,0
8,4,5,8,6,0,0,5,1,2,9,4,4
8,1,2,9,41,7,9,3,2,5,5,2,0
6,3,14,9,13,22,16,9,2,9,9,2,0
16,1,13,12,0,6,0,10,0,6,5,0,0
9,0,4,10,7,0,0,4,1,2,5,4,3
3,1,6,7,36,8,8,5,1,1,6,1,0
5,1,11,6,17,12,23,6,0,9,5,1,1
8,1,6,8,0,3,6,23,2,17,6,0,0
6,1,3,5,8,0,0,8,3,7,12,2,0
3,0,3,8,31,7,7,7,1,8,11,0,3
9,0,6,6,20,16,17,8,1,9,10,0,0
16,2,9,5,1,7,5,7,1,9,11,1,0
10,3,8,10,6,0,1,9,0,7,7,3,3
3,4,4,7,36,9,7,4,1,3,9,0,3
8,2,10,11,17,14,18,7,0,13,9,1,0
11,1,7,7,1,8,4,12,2,3,3,1,0
17,1,5,11,4,0,0,8,1,6,9,3,1
2,2,4,9,37,6,9,3,2,4,6,0,2
8,1,14,4,17,16,15,8,0,10,8,1,0
10,5,9,7,2,8,5,12,1,9,7,1,0
11,2,4,11,4,0,1,6,1,4,6,2,2
4,1,7,10,37,5,9,7,1,7,8,1,0
2,2,16,9,18,17,15,9,1,14,9,2,0
12,1,8,9,1,6,7,9,4,7,5,0,0
3,2,11,7,5,0,1,7,1,5,11,2,2
10,1,6,10,40,4,12,8,0,6,6,0,2
4,2,11,10,15,14,19,6,2,11,8,0,0
9,1,11,12,0,5,6,14,0,10,10,0,0
12,2,4,9,5,0,0,5,1,6,6,3,2
5,0,5,10,42,10,7,5,1,4,6,0,0
5,3,10,11,12,15,21,9,3,16,4,1,0
13,0,8,6,1,4,3,14,2,7,10,1,1
6,0,6,7,3,0,0,2,3,7,10,3,0
5,4,3,7,36,11,5,2,2,4,6,0,1
11,2,11,8,19,14,15,5,0,14,7,0,0
13,1,11,11,2,5,10,6,0,10,8,3,1
3,4,9,9,5,0,0,11,1,9,7,4,1
3,3,5,6,40,7,5,4,3,3,9,0,0
10,1,10,12,15,18,19,9,2,5,9,0,0
17,2,11,7,0,3,8,14,3,18,8,1,2
8,5,4,11,5,0,0,5,2,9,11,3,2
7,2,5,11,45,9,8,0,0,2,7,3,1
5,3,12,11,10,18,18,9,0,12,4,1,0
18,1,6,11,0,2,5,14,2,6,7,1,1
6,1,4,9,7,0,0,4,0,3,7,2,1
4,0,5,6,37,5,12,3,0,4,2,0,0
5,0,12,9,16,16,19,12,0,20,7,0,0
4,0,8,3,0,5,3,12,5,11,11,0,3
8,2,8,3,5,0,0,4,2,3,8,2,2
6,1,4,11,36,6,8,2,1,4,10,0,1
5,3,7,10,19,20,15,6,0,8,7,0,1
17,2,8,7,0,3,8,13,0,10,2,3,0
8,2,5,4,3,0,0,5,1,3,6,1,4
4,4,0,9,42,5,8,5,1,6,6,0,0
8,0,7,8,14,15,23,9,0,12,7,2,2
8,2,9,3,1,2,6,10,1,13,10,0,0
15,3,6,8,6,0,1,8,3,7,3,4,2
3,5,8,11,45,6,8,7,3,5,8,0,0
3,2,15,10,9,27,14,9,1,13,10,3,2
15,1,9,12,0,1,4,10,2,10,10,1,2
2,2,6,6,6,0,0,6,1,2,11,1,3
2,2,8,5,32,5,9,3,1,3,8,0,0
8,1,6,8,21,18,15,12,1,11,6,0,0
11,1,11,10,1,5,8,11,1,13,6,1,0
7,1,5,7,7,0,0,5,3,4,8,0,4
10,1,3,7,33,8,7,5,1,10,10,0,1
8,1,3,10,20,12,21,8,1,13,11,0,1
13,1,5,6,0,6,6,13,2,13,10,0,0
10,2,9,6,6,0,0,9,5,6,9,4,0
2,4,3,9,35,9,6,6,3,3,11,0,1
10,1,9,9,18,11,21,6,2,8,9,2,1
12,1,13,9,1,7,5,18,1,8,6,2,1
4,1,1,9,4,0,1,8,3,2,6,3,0
4,0,4,5,40,7,7,7,0,3,8,1,0
9,3,8,5,16,23,15,11,0,7,9,0,1
17,2,12,9,0,1,7,11,3,11,7,1,0
5,3,3,8,5,0,0,9,1,6,9,5,0
4,0,5,9,44,8,4,7,4,5,8,0,2
7,0,8,6,10,17,21,11,1,10,10,0,0
14,0,13,7,1,5,5,11,2,12,11,1,0
5,2,5,8,3,0,0,7,2,6,10,2,0
4,2,8,7,38,7,7,6,4,8,7,0,1
6,2,17,10,18,14,21,10,4,8,10,1,0
14,7,4,9,1,5,5,14,2,8,12,2,1
10,1,7,11,4,0,1,9,2,6,7,5,3
5,0,5,10,44,7,7,5,1,6,10,1,0
5,1,9,11,12,20,21,9,1,17,9,0,0
17,1,10,8,0,5,0,8,1,8,8,1,0
3,0,6,10,4,0,0,1,1,10,5,1,3
5,1,2,5,37,6,8,3,3,3,10,2,0
5,0,7,8,19,15,19,7,1,7,8,1,0
10,0,10,4,0,8,4,25,0,7,6,1,0
12,1,6,3,6,0,0,6,3,8,11,1,0
5,3,5,10,32,6,10,3,3,4,10,0,1
12,2,6,10,19,12,16,14,3,10,9,1,0
7,4,7,9,3,7,8,17,4,8,8,0,0
9,0,10,9,4,1,0,10,3,7,10,5,3
5,5,6,8,39,5,9,3,1,9,10,1,0
4,0,10,11,17,15,20,13,1,8,10,0,2
12,1,10,5,0,6,5,13,1,11,12,2,0
5,1,2,10,7,0,0,7,2,4,10,2,3
7,4,2,6,35,11,8,3,0,4,7,0,1
11,2,16,8,17,14,18,8,0,12,4,3,0
9,2,8,7,1,5,3,9,2,8,5,0,0
7,0,9,9,3,0,1,9,1,4,11,1,0
6,3,1,9,35,2,9,3,1,3,6,1,1
5,3,9,10,21,18,19,12,1,7,6,2,1
19,4,10,7,1,4,7,12,0,19,11,1,1
8,4,7,8,3,0,1,5,2,2,7,4,1
7,1,2,11,37,6,4,5,0,4,7,0,1
4,0,11,11,19,19,19,6,2,9,3,0,2
13,3,10,11,1,6,6,13,1,10,7,1,0
8,1,6,10,1,0,0,7,4,11,10,3,0
8,2,4,9,39,6,6,0,2,5,10,0,1
3,3,16,8,19,21,16,8,0,11,9,1,0
10,2,8,7,1,7,3,9,1,8,7,1,0
12,2,9,9,5,0,1,7,1,5,5,4,0
6,2,5,10,38,9,5,5,1,9,8,0,0
12,3,13,9,16,19,15,7,3,11,8,1,0
10,4,6,10,1,1,11,12,3,18,9,3,0
11,0,7,7,5,0,0,14,1,3,12,5,1
3,3,6,10,36,6,8,5,5,3,10,0,1
6,1,11,11,19,23,12,10,2,16,10,2,0
16,1,18,10,0,7,4,11,3,11,11,2,0
2,1,6,10,3,0,0,7,1,4,11,2,2
0,2,6,3,35,5,10,4,1,9,11,1,0
1,0,8,8,20,14,18,8,3,17,9,0,1
19,2,12,6,2,9,3,8,4,17,11,1,1
9,3,7,10,7,0,1,4,0,1,12,3,0
5,1,7,10,37,7,8,2,2,7,10,0,0
6,3,13,10,16,20,15,8,0,8,11,2,0
9,1,10,11,0,4,6,12,0,14,9,2,0
4,1,9,6,4,0,0,11,5,4,7,5,2
6,1,7,7,32,5,8,5,4,3,11,1,1
6,5,10,9,24,19,13,6,1,13,9,2,0
12,2,15,10,0,7,8,12,1,8,10,1,0
8,4,4,9,7,0,0,10,5,7,5,3,0
3,0,6,11,36,9,5,3,3,4,11,0,1
11,3,13,6,16,15,22,7,0,14,8,0,0
10,1,10,9,1,5,4,12,4,11,7,1,2
2,2,3,7,5,0,0,5,1,9,10,3,3
6,0,1,8,38,6,5,3,4,2,7,0,0
6,1,14,5,17,23,15,3,0,9,9,0,0
12,3,16,5,0,9,2,12,1,7,5,0,3
17,2,4,10,2,0,0,6,0,10,6,2,0
5,1,8,10,38,6,9,2,3,6,8,0,1
6,2,14,10,20,18,15,9,3,12,12,2,0
12,2,8,11,0,7,5,12,3,12,9,1,0
9,3,3,11,8,0,0,8,0,9,11,2,2
4,0,9,9,35,9,6,9,2,4,11,2,1
12,1,11,9,17,20,14,9,1,11,11,0,1
14,3,12,10,0,5,6,8,1,9,10,0,0
5,4,7,10,4,0,0,6,2,5,10,3,1
3,2,8,9,36,6,7,7,5,7,8,1,0
8,3,14,8,20,22,13,9,2,12,9,0,0
15,0,14,10,0,3,9,8,2,9,11,0,0
6,3,4,11,7,0,0,12,1,4,10,3,2
6,1,4,10,39,11,9,4,3,7,9,0,1
10,1,12,9,14,14,17,6,2,16,6,1,1
13,3,10,12,0,2,7,10,4,7,8,0,0
2,1,3,10,6,0,0,8,1,6,9,3,4
4,1,4,5,40,8,9,8,3,5,8,1,0
10,4,5,6,14,19,19,7,1,11,11,1,0
10,0,17,8,0,5,0,13,2,10,7,0,0
11,2,6,7,3,0,0,2,1,3,8,3,0
3,3,4,11,42,5,9,2,1,3,8,0,0
13,2,8,10,13,15,22,6,0,13,1,0,0
12,0,6,11,2,4,4,18,1,13,9,0,0
7,2,3,5,2,1,0,3,0,2,8,5,0
9,2,8,8,38,8,7,3,1,8,6,1,0
8,3,9,10,18,13,17,5,0,7,8,0,0
12,0,11,11,2,7,8,11,0,9,5,0,0
11,1,6,10,7,0,0,8,2,8,3,5,1
7,2,6,11,39,8,6,3,2,4,9,4,0
10,1,11,11,13,19,18,4,0,12,8,2,0
11,1,7,10,1,2,7,7,0,11,5,1,1
7,0,3,9,6,0,0,7,1,2,5,4,3
4,3,7,8,35,5,10,3,0,2,4,1,0
4,0,8,10,19,16,16,8,2,9,1,1,0
18,1,8,5,0,9,4,11,3,6,8,0,0
8,2,9,9,8,0,0,8,1,4,5,3,2
2,1,8,10,33,11,7,4,1,4,6,0,0
6,2,7,8,18,18,14,14,3,9,5,1,0
14,2,13,6,1,6,3,7,1,8,10,0,0
8,2,3,6,5,1,0,9,0,4,7,3,1
8,2,2,8,34,6,7,3,3,4,10,1,0
8,1,17,9,19,19,14,8,2,11,8,1,1
